age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,Cost_Per_Profile,Login_Frequency,Loyalty_Score,Estimated_Tenure_Days,Watch_Intensity
60,Female,Standard,1.03,2,Asia,Tablet,13.99,0,PayPal,5,0.34,Documentary,2.798,0.3333333333333333,0.45666666666666667,1290,0.3502
25,Other,Standard,6.71,2,Africa,Tablet,13.99,0,Credit Card,4,2.24,Sci-Fi,3.4975,0.3333333333333333,2.983333333333333,240,15.030400000000002
57,Male,Standard,12.95,27,North America,TV,13.99,0,Gift Card,4,0.46,Horror,3.4975,0.0357142857142857,0.4789285714285712,1200,5.957
47,Male,Standard,3.92,58,Africa,Tablet,13.99,1,PayPal,5,0.07,Horror,2.798,0.0169491525423728,0.06762711864406748,900,0.27440000000000003
54,Male,Basic,24.44,28,North America,Laptop,8.99,0,Gift Card,4,0.84,Drama,2.2475,0.0344827586206896,0.8717241379310331,1110,20.529600000000002
34,Female,Standard,28.76,11,North America,Mobile,13.99,0,PayPal,2,2.4,Documentary,6.995,0.0833333333333333,2.596666666666666,510,69.024
52,Male,Standard,1.35,7,Asia,TV,13.99,1,Crypto,1,0.17,Action,13.99,0.125,0.19,1050,0.22950000000000004
53,Other,Premium,0.25,50,Asia,Tablet,17.99,1,PayPal,1,0.0,Romance,17.99,0.0196078431372549,0.004901960784313725,1080,0.0
68,Female,Premium,10.27,55,North America,Tablet,17.99,0,PayPal,4,0.18,Horror,4.4975,0.0178571428571428,0.18660714285714225,1530,1.8485999999999998
68,Male,Premium,52.22,4,North America,Laptop,17.99,0,Gift Card,1,10.44,Romance,17.99,0.2,12.532,1530,545.1768
55,Other,Standard,7.61,37,North America,Mobile,13.99,1,PayPal,1,0.2,Comedy,13.99,0.0263157894736842,0.2055263157894736,1140,1.5220000000000002
31,Male,Basic,11.05,51,North America,TV,8.99,1,PayPal,1,0.21,Horror,8.99,0.0192307692307692,0.21653846153846124,420,2.3205
30,Other,Standard,17.22,5,South America,Laptop,13.99,0,PayPal,1,2.87,Horror,13.99,0.1666666666666666,3.348333333333332,390,49.4214
56,Female,Premium,2.39,21,South America,Tablet,17.99,1,Debit Card,2,0.11,Comedy,8.995,0.0454545454545454,0.11363636363636351,1170,0.2629
44,Other,Basic,14.91,47,Europe,Desktop,8.99,1,Debit Card,5,0.31,Horror,1.798,0.0208333333333333,0.31708333333333283,810,4.6221
64,Male,Standard,13.86,7,Africa,Laptop,13.99,0,Credit Card,3,1.73,Comedy,4.663333333333333,0.125,1.94875,1410,23.9778
42,Other,Basic,2.6,50,South America,Laptop,8.99,1,Credit Card,4,0.05,Romance,2.2475,0.0196078431372549,0.051960784313725486,750,0.13
18,Other,Premium,17.75,9,Oceania,Desktop,17.99,0,Gift Card,1,1.77,Comedy,17.99,0.1,1.952,30,31.4175
56,Male,Basic,8.71,2,Asia,Laptop,8.99,0,Debit Card,3,2.9,Drama,2.9966666666666666,0.3333333333333333,3.87,1170,25.259
23,Male,Premium,10.39,2,North America,TV,17.99,0,PayPal,4,3.46,Romance,4.4975,0.3333333333333333,4.616666666666667,180,35.949400000000004
23,Female,Basic,18.25,30,South America,Mobile,8.99,0,Crypto,5,0.59,Documentary,1.798,0.032258064516129,0.6077419354838703,180,10.7675
65,Other,Premium,20.05,21,Asia,Tablet,17.99,0,Crypto,5,0.91,Documentary,3.598,0.0454545454545454,0.9527272727272716,1440,18.2455
47,Other,Basic,0.39,48,South America,Tablet,8.99,1,PayPal,5,0.01,Romance,1.798,0.0204081632653061,0.008163265306122441,900,0.0039000000000000003
36,Female,Premium,50.98,23,Asia,Mobile,17.99,0,Gift Card,4,2.12,Comedy,4.4975,0.0416666666666666,2.2124999999999964,570,108.0776
54,Other,Premium,0.56,30,North America,Tablet,17.99,1,Debit Card,2,0.02,Horror,8.995,0.032258064516129,0.01870967741935482,1110,0.011200000000000002
56,Other,Standard,1.95,28,North America,Mobile,13.99,1,Crypto,4,0.07,Romance,3.4975,0.0344827586206896,0.06965517241379299,1170,0.1365
34,Male,Premium,70.61,38,Oceania,TV,17.99,0,Credit Card,5,1.81,Comedy,3.598,0.0256410256410256,1.8569230769230738,510,127.8041
70,Other,Standard,8.7,46,Asia,Mobile,13.99,1,Credit Card,3,0.19,Action,4.663333333333333,0.0212765957446808,0.18914893617021228,1590,1.6529999999999998
51,Male,Basic,2.17,14,Africa,Tablet,8.99,1,Debit Card,3,0.14,Horror,2.9966666666666666,0.0666666666666666,0.15399999999999983,1020,0.3038
57,Female,Basic,15.75,1,Europe,Desktop,8.99,0,Crypto,3,7.88,Horror,2.9966666666666666,0.5,11.815,1200,124.11
36,Female,Basic,3.58,14,North America,Tablet,8.99,1,PayPal,2,0.24,Romance,4.495,0.0666666666666666,0.25466666666666643,570,0.8592
67,Other,Standard,14.58,18,Europe,Desktop,13.99,0,Credit Card,2,0.77,Sci-Fi,6.995,0.0526315789473684,0.8078947368421049,1500,11.2266
66,Other,Standard,1.42,57,Europe,Laptop,13.99,1,Gift Card,3,0.02,Drama,4.663333333333333,0.0172413793103448,0.02482758620689651,1470,0.028399999999999998
42,Female,Basic,2.98,29,Asia,TV,8.99,1,Crypto,4,0.1,Comedy,2.2475,0.0333333333333333,0.10266666666666656,750,0.298
34,Female,Standard,0.68,42,Africa,Desktop,13.99,1,Crypto,2,0.02,Comedy,6.995,0.0232558139534883,0.01627906976744181,510,0.013600000000000001
49,Other,Standard,2.26,31,Europe,Laptop,13.99,1,PayPal,5,0.07,Comedy,2.798,0.03125,0.07281249999999999,960,0.1582
66,Female,Basic,6.93,47,South America,Tablet,8.99,1,PayPal,3,0.14,Sci-Fi,2.9966666666666666,0.0208333333333333,0.14729166666666643,1470,0.9702000000000001
24,Female,Premium,11.67,31,Oceania,Mobile,17.99,1,Crypto,3,0.36,Sci-Fi,5.996666666666666,0.03125,0.3759375,210,4.2012
49,Other,Premium,5.31,39,Europe,TV,17.99,1,Credit Card,1,0.13,Comedy,17.99,0.025,0.13599999999999998,960,0.6903
65,Other,Standard,1.83,37,Africa,Desktop,13.99,1,Credit Card,1,0.05,Comedy,13.99,0.0263157894736842,0.049473684210526295,1440,0.09150000000000001
52,Female,Standard,2.62,43,South America,Mobile,13.99,1,Gift Card,5,0.06,Documentary,2.798,0.0227272727272727,0.06090909090909084,1050,0.1572
61,Other,Premium,0.85,6,Europe,TV,17.99,1,Crypto,1,0.12,Horror,17.99,0.1428571428571428,0.1385714285714285,1320,0.102
50,Female,Standard,5.02,47,Africa,Mobile,13.99,1,Crypto,3,0.1,Horror,4.663333333333333,0.0208333333333333,0.10666666666666648,990,0.502
56,Other,Premium,19.81,25,Asia,Tablet,17.99,0,Credit Card,4,0.76,Sci-Fi,4.4975,0.0384615384615384,0.7911538461538449,1170,15.055599999999998
36,Other,Premium,18.47,28,Asia,Tablet,17.99,0,Credit Card,2,0.64,Horror,8.995,0.0344827586206896,0.6589655172413782,570,11.8208
40,Female,Standard,22.52,8,Africa,Laptop,13.99,0,PayPal,5,2.5,Comedy,2.798,0.1111111111111111,2.78,690,56.3
23,Female,Premium,11.54,28,Europe,Laptop,17.99,0,Gift Card,5,0.4,Sci-Fi,3.598,0.0344827586206896,0.4117241379310338,180,4.616
49,Female,Basic,38.43,6,Oceania,Tablet,8.99,0,PayPal,3,5.49,Drama,2.9966666666666666,0.1428571428571428,6.274285714285711,960,210.9807
68,Female,Standard,2.7,35,Asia,TV,13.99,1,Debit Card,1,0.08,Documentary,13.99,0.0277777777777777,0.07722222222222201,1530,0.21600000000000003
52,Other,Standard,1.79,38,Africa,Mobile,13.99,1,Credit Card,1,0.05,Drama,13.99,0.0256410256410256,0.047179487179487105,1050,0.08950000000000001
37,Male,Standard,13.86,46,South America,Laptop,13.99,1,Gift Card,3,0.29,Documentary,4.663333333333333,0.0212765957446808,0.3010638297872333,600,4.019399999999999
33,Female,Basic,0.14,37,Europe,TV,8.99,1,PayPal,5,0.0,Sci-Fi,1.798,0.0263157894736842,0.003684210526315788,480,0.0
26,Other,Premium,19.48,35,Oceania,Laptop,17.99,0,PayPal,5,0.54,Horror,3.598,0.0277777777777777,0.5561111111111096,270,10.519200000000001
37,Male,Basic,4.84,25,Africa,Laptop,8.99,1,PayPal,5,0.19,Action,1.798,0.0384615384615384,0.19346153846153816,600,0.9196
36,Other,Premium,8.7,45,South America,Mobile,17.99,0,PayPal,4,0.19,Drama,4.4975,0.0217391304347826,0.1932608695652173,570,1.6529999999999998
61,Male,Premium,19.19,27,South America,Mobile,17.99,0,PayPal,2,0.69,Horror,8.995,0.0357142857142857,0.7099999999999997,1320,13.2411
43,Male,Basic,0.53,22,Europe,TV,8.99,1,PayPal,1,0.02,Romance,8.99,0.0434782608695652,0.023913043478260863,780,0.0106
62,Male,Basic,7.85,53,Europe,Mobile,8.99,1,PayPal,2,0.15,Romance,4.495,0.0185185185185185,0.148148148148148,1350,1.1775
70,Other,Premium,42.5,46,Europe,Laptop,17.99,0,Credit Card,2,0.9,Drama,8.995,0.0212765957446808,0.9234042553191466,1590,38.25
34,Male,Standard,6.33,49,Europe,Laptop,13.99,0,Debit Card,4,0.13,Action,3.4975,0.02,0.1292,510,0.8229000000000001
38,Female,Basic,33.5,56,Asia,Laptop,8.99,0,PayPal,2,0.59,Action,4.495,0.0175438596491228,0.5980701754385963,630,19.765
67,Female,Basic,2.55,48,Oceania,Laptop,8.99,1,Gift Card,2,0.05,Sci-Fi,4.495,0.0204081632653061,0.053061224489795854,1500,0.1275
39,Female,Premium,47.79,12,North America,TV,17.99,0,Gift Card,1,3.68,Comedy,17.99,0.0769230769230769,3.9592307692307678,660,175.8672
22,Other,Basic,26.28,48,Europe,TV,8.99,0,Crypto,3,0.54,Sci-Fi,2.9966666666666666,0.0204081632653061,0.5473469387755097,150,14.191200000000002
67,Male,Premium,1.04,17,Europe,Mobile,17.99,1,Gift Card,2,0.06,Romance,8.995,0.0555555555555555,0.061111111111111054,1500,0.0624
42,Female,Standard,9.91,14,Africa,Desktop,13.99,0,Crypto,1,0.66,Comedy,13.99,0.0666666666666666,0.704666666666666,750,6.5406
32,Other,Premium,16.39,27,Europe,Desktop,17.99,0,Gift Card,5,0.59,Horror,3.598,0.0357142857142857,0.6064285714285712,450,9.6701
36,Other,Standard,32.78,51,Asia,Laptop,13.99,0,Debit Card,5,0.63,Documentary,2.798,0.0192307692307692,0.6424999999999991,570,20.651400000000002
35,Male,Premium,1.95,52,Africa,Tablet,17.99,1,Credit Card,5,0.04,Drama,3.598,0.0188679245283018,0.03754716981132058,540,0.078
49,Other,Standard,5.02,26,South America,Tablet,13.99,0,Credit Card,4,0.19,Documentary,3.4975,0.037037037037037,0.19296296296296278,960,0.9538
41,Female,Basic,36.94,6,Africa,Tablet,8.99,0,Credit Card,4,5.28,Drama,2.2475,0.1428571428571428,6.0314285714285685,720,195.04319999999998
48,Female,Basic,1.3,2,South America,Mobile,8.99,1,Crypto,4,0.43,Drama,2.2475,0.3333333333333333,0.5766666666666667,930,0.559
34,Male,Premium,0.33,7,Asia,Tablet,17.99,1,Gift Card,2,0.04,Horror,8.995,0.125,0.04625,510,0.013200000000000002
28,Other,Premium,5.03,59,Oceania,TV,17.99,1,Crypto,1,0.08,Drama,17.99,0.0166666666666666,0.08516666666666634,330,0.40240000000000004
61,Female,Basic,1.21,31,Europe,Tablet,8.99,1,Crypto,3,0.04,Drama,2.9966666666666666,0.03125,0.0390625,1320,0.0484
23,Other,Premium,3.51,16,Asia,Desktop,17.99,0,Credit Card,5,0.21,Drama,3.598,0.0588235294117647,0.21882352941176467,180,0.7371
30,Female,Premium,3.55,45,South America,Desktop,17.99,1,Gift Card,3,0.08,Romance,5.996666666666666,0.0217391304347826,0.07891304347826084,390,0.284
40,Female,Basic,7.02,44,Africa,Tablet,8.99,1,Gift Card,4,0.16,Horror,2.2475,0.0222222222222222,0.15955555555555537,690,1.1232
18,Male,Basic,15.17,28,South America,Mobile,8.99,0,PayPal,3,0.52,Documentary,2.9966666666666666,0.0344827586206896,0.5410344827586198,30,7.8884
47,Male,Standard,17.12,22,Europe,Desktop,13.99,0,Credit Card,1,0.74,Documentary,13.99,0.0434782608695652,0.7765217391304345,900,12.668800000000001
61,Female,Basic,12.93,55,Oceania,Tablet,8.99,1,Debit Card,4,0.23,Sci-Fi,2.2475,0.0178571428571428,0.23499999999999927,1320,2.9739
50,Male,Standard,7.88,43,Europe,Tablet,13.99,1,Crypto,1,0.18,Horror,13.99,0.0227272727272727,0.18318181818181797,990,1.4183999999999999
42,Other,Basic,5.55,47,Europe,Tablet,8.99,1,Gift Card,2,0.12,Drama,4.495,0.0208333333333333,0.11812499999999981,750,0.6659999999999999
60,Male,Basic,4.61,8,North America,Mobile,8.99,1,PayPal,3,0.51,Sci-Fi,2.9966666666666666,0.1111111111111111,0.5688888888888889,1290,2.3511
46,Male,Basic,19.74,20,Asia,Mobile,8.99,0,Debit Card,1,0.94,Horror,8.99,0.0476190476190476,0.9847619047619044,870,18.5556
49,Other,Premium,19.67,54,Europe,Mobile,17.99,0,Credit Card,5,0.36,Documentary,3.598,0.0181818181818181,0.3641818181818166,960,7.0812
63,Other,Premium,0.3,12,Asia,Laptop,17.99,1,Credit Card,2,0.02,Drama,8.995,0.0769230769230769,0.02461538461538461,1380,0.006
41,Male,Basic,7.73,31,Asia,Tablet,8.99,1,Gift Card,4,0.24,Documentary,2.2475,0.03125,0.24906250000000002,720,1.8552
63,Male,Basic,1.03,3,North America,Tablet,8.99,1,Credit Card,5,0.26,Documentary,1.798,0.25,0.3225,1380,0.26780000000000004
33,Male,Standard,9.93,51,South America,Tablet,13.99,0,Debit Card,4,0.19,Romance,3.4975,0.0192307692307692,0.1946153846153843,480,1.8867
51,Male,Standard,2.56,53,Oceania,Desktop,13.99,1,PayPal,2,0.05,Romance,6.995,0.0185185185185185,0.048333333333333284,1020,0.128
59,Female,Standard,2.28,38,Africa,Desktop,13.99,1,PayPal,3,0.06,Drama,4.663333333333333,0.0256410256410256,0.059999999999999894,1260,0.13679999999999998
44,Male,Standard,1.17,51,South America,Tablet,13.99,1,Credit Card,3,0.02,Romance,4.663333333333333,0.0192307692307692,0.022884615384615347,810,0.0234
22,Female,Premium,21.84,1,Oceania,Mobile,17.99,0,Credit Card,1,10.92,Horror,17.99,0.5,16.38,150,238.4928
25,Female,Premium,10.53,33,Oceania,Tablet,17.99,1,Debit Card,3,0.31,Sci-Fi,5.996666666666666,0.0294117647058823,0.3188235294117641,240,3.2643
26,Male,Standard,8.43,45,North America,Laptop,13.99,0,Debit Card,5,0.18,Comedy,2.798,0.0217391304347826,0.1871739130434782,270,1.5173999999999999
51,Other,Premium,23.55,13,South America,TV,17.99,0,Credit Card,2,1.68,Drama,8.995,0.0714285714285714,1.8021428571428564,1020,39.564
46,Female,Standard,41.63,46,South America,Tablet,13.99,0,Debit Card,4,0.89,Comedy,3.4975,0.0212765957446808,0.9046808510638277,870,37.050700000000006
35,Male,Premium,1.11,13,South America,Mobile,17.99,0,Credit Card,4,0.08,Sci-Fi,4.4975,0.0714285714285714,0.08499999999999998,540,0.0888
50,Female,Premium,5.41,35,North America,Desktop,17.99,1,Gift Card,4,0.15,Action,4.4975,0.0277777777777777,0.15444444444444402,990,0.8115
54,Female,Standard,11.79,39,Asia,Laptop,13.99,1,Debit Card,2,0.29,Documentary,6.995,0.025,0.302,1110,3.4190999999999994
27,Male,Standard,0.39,32,South America,Laptop,13.99,1,Gift Card,4,0.01,Action,3.4975,0.0303030303030303,0.012121212121212121,300,0.0039000000000000003
18,Male,Premium,0.97,9,Africa,Tablet,17.99,0,Debit Card,5,0.1,Sci-Fi,3.598,0.1,0.10700000000000001,30,0.097
59,Female,Basic,4.16,25,Europe,Tablet,8.99,1,Crypto,2,0.16,Horror,4.495,0.0384615384615384,0.1661538461538459,1260,0.6656000000000001
37,Male,Premium,13.91,27,Asia,Laptop,17.99,0,PayPal,5,0.5,Comedy,3.598,0.0357142857142857,0.514642857142857,600,6.955
44,Female,Premium,3.73,49,Oceania,TV,17.99,1,Credit Card,5,0.07,Drama,3.598,0.02,0.076,810,0.2611
28,Male,Standard,10.91,16,North America,Tablet,13.99,0,Debit Card,4,0.64,Drama,3.4975,0.0588235294117647,0.6794117647058823,330,6.9824
23,Other,Premium,5.56,53,Europe,Laptop,17.99,1,Credit Card,1,0.1,Romance,17.99,0.0185185185185185,0.1048148148148147,180,0.5559999999999999
58,Other,Premium,4.04,19,Asia,Mobile,17.99,0,Credit Card,4,0.2,Romance,4.4975,0.05,0.21200000000000002,1230,0.808
23,Female,Standard,0.13,48,Europe,Laptop,13.99,1,Crypto,5,0.0,Sci-Fi,2.798,0.0204081632653061,0.002653061224489793,180,0.0
36,Female,Basic,20.03,16,Africa,Desktop,8.99,0,Debit Card,5,1.18,Comedy,1.798,0.0588235294117647,1.2476470588235293,570,23.6354
37,Other,Basic,20.45,54,Asia,Desktop,8.99,0,Debit Card,4,0.37,Action,2.2475,0.0181818181818181,0.37854545454545285,600,7.5665
48,Other,Basic,4.91,1,North America,Mobile,8.99,1,PayPal,1,2.46,Action,8.99,0.5,3.685,930,12.0786
23,Male,Standard,28.75,20,Asia,TV,13.99,0,Crypto,2,1.37,Horror,6.995,0.0476190476190476,1.434285714285714,180,39.3875
35,Other,Basic,10.43,46,Oceania,Mobile,8.99,1,Credit Card,4,0.22,Sci-Fi,2.2475,0.0212765957446808,0.2265957446808505,540,2.2946
52,Other,Premium,11.5,53,Europe,TV,17.99,1,Crypto,5,0.21,Documentary,3.598,0.0185185185185185,0.21685185185185166,1050,2.415
50,Other,Standard,1.49,8,Asia,Laptop,13.99,0,Credit Card,4,0.17,Documentary,3.4975,0.1111111111111111,0.18444444444444444,990,0.2533
68,Male,Premium,17.56,29,Asia,Laptop,17.99,0,Debit Card,4,0.59,Sci-Fi,4.4975,0.0333333333333333,0.6049999999999993,1530,10.360399999999998
30,Other,Premium,15.15,55,South America,TV,17.99,1,Credit Card,3,0.27,Comedy,5.996666666666666,0.0178571428571428,0.27535714285714197,390,4.0905000000000005
41,Other,Basic,18.51,8,Asia,Mobile,8.99,0,Credit Card,2,2.06,Drama,4.495,0.1111111111111111,2.2855555555555553,720,38.1306
56,Other,Basic,16.89,38,Europe,TV,8.99,1,Debit Card,2,0.43,Horror,4.495,0.0256410256410256,0.4441025641025634,1170,7.2627
19,Male,Basic,0.22,21,Oceania,Mobile,8.99,1,Debit Card,4,0.01,Drama,2.2475,0.0454545454545454,0.010454545454545442,60,0.0022
32,Female,Standard,11.33,42,Europe,Mobile,13.99,1,Credit Card,1,0.26,Sci-Fi,13.99,0.0232558139534883,0.2695348837209294,450,2.9458
60,Other,Basic,7.79,25,North America,TV,8.99,0,Debit Card,2,0.3,Drama,4.495,0.0384615384615384,0.31115384615384567,1290,2.3369999999999997
52,Male,Basic,0.12,25,South America,Mobile,8.99,1,Gift Card,4,0.0,Documentary,2.2475,0.0384615384615384,0.004615384615384608,1050,0.0
70,Female,Premium,1.04,37,South America,Tablet,17.99,1,PayPal,2,0.03,Horror,8.995,0.0263157894736842,0.028157894736842094,1590,0.0312
48,Female,Premium,16.1,20,South America,Mobile,17.99,0,Gift Card,4,0.77,Romance,4.4975,0.0476190476190476,0.8033333333333331,930,12.397000000000002
49,Other,Premium,0.65,34,South America,Laptop,17.99,1,Credit Card,3,0.02,Drama,5.996666666666666,0.0285714285714285,0.019142857142857097,960,0.013000000000000001
52,Female,Basic,0.3,21,Europe,Mobile,8.99,1,Gift Card,2,0.01,Horror,4.495,0.0454545454545454,0.014090909090909074,1050,0.003
37,Male,Standard,16.01,11,Europe,Laptop,13.99,0,Debit Card,4,1.33,Horror,3.4975,0.0833333333333333,1.4449999999999996,600,21.293300000000002
39,Female,Basic,33.36,37,South America,TV,8.99,1,Crypto,1,0.88,Sci-Fi,8.99,0.0263157894736842,0.901052631578947,660,29.3568
70,Female,Basic,3.99,24,Africa,Laptop,8.99,1,Gift Card,1,0.16,Horror,8.99,0.04,0.166,1590,0.6384000000000001
68,Male,Basic,17.26,10,South America,Desktop,8.99,0,Credit Card,3,1.57,Documentary,2.9966666666666666,0.0909090909090909,1.7118181818181817,1530,27.098200000000002
26,Other,Standard,4.64,7,Asia,Desktop,13.99,1,Crypto,1,0.58,Comedy,13.99,0.125,0.6525,270,2.6912
49,Female,Premium,5.0,17,Oceania,Mobile,17.99,0,Crypto,1,0.28,Drama,17.99,0.0555555555555555,0.29333333333333306,960,1.4000000000000001
18,Male,Premium,12.42,58,North America,Laptop,17.99,1,Debit Card,3,0.21,Horror,5.996666666666666,0.0169491525423728,0.2140677966101685,30,2.6082
28,Other,Basic,16.54,24,South America,Laptop,8.99,0,Crypto,3,0.66,Romance,2.9966666666666666,0.04,0.688,330,10.9164
57,Female,Premium,0.26,28,Europe,Tablet,17.99,1,Credit Card,2,0.01,Action,8.995,0.0344827586206896,0.009310344827586192,1200,0.0026000000000000003
47,Female,Basic,17.94,19,Oceania,Tablet,8.99,0,PayPal,2,0.9,Action,4.495,0.05,0.9420000000000001,900,16.146
18,Male,Standard,41.28,24,Europe,Desktop,13.99,0,Debit Card,3,1.65,Action,4.663333333333333,0.04,1.7172,30,68.112
48,Male,Basic,3.34,1,Oceania,Mobile,8.99,1,Credit Card,1,1.67,Comedy,8.99,0.5,2.505,930,5.5778
26,Female,Premium,3.13,18,Oceania,Laptop,17.99,0,PayPal,5,0.16,Sci-Fi,3.598,0.0526315789473684,0.17315789473684204,270,0.5008
24,Other,Basic,3.02,21,Asia,Tablet,8.99,1,Gift Card,5,0.14,Comedy,1.798,0.0454545454545454,0.14363636363636348,210,0.42280000000000006
40,Other,Standard,7.82,8,North America,Tablet,13.99,0,Credit Card,2,0.87,Documentary,6.995,0.1111111111111111,0.9655555555555555,690,6.8034
50,Female,Basic,0.82,1,North America,Mobile,8.99,1,PayPal,5,0.41,Drama,1.798,0.5,0.615,990,0.33619999999999994
49,Male,Basic,13.95,21,Oceania,Laptop,8.99,0,PayPal,1,0.63,Sci-Fi,8.99,0.0454545454545454,0.6627272727272719,960,8.788499999999999
55,Female,Premium,41.03,45,Africa,Laptop,17.99,0,Debit Card,3,0.89,Documentary,5.996666666666666,0.0217391304347826,0.9113043478260867,1140,36.5167
20,Female,Premium,20.62,13,Asia,TV,17.99,0,Debit Card,4,1.47,Sci-Fi,4.4975,0.0714285714285714,1.5778571428571422,90,30.311400000000003
31,Other,Basic,11.3,37,South America,Mobile,8.99,1,PayPal,3,0.3,Romance,2.9966666666666666,0.0263157894736842,0.30526315789473674,420,3.39
66,Female,Premium,5.8,41,Oceania,TV,17.99,1,PayPal,2,0.14,Documentary,8.995,0.0238095238095238,0.14142857142857138,1470,0.812
58,Other,Standard,24.34,31,Asia,Laptop,13.99,0,Crypto,1,0.76,Comedy,13.99,0.03125,0.784375,1230,18.4984
54,Other,Basic,7.19,56,North America,Desktop,8.99,1,Gift Card,2,0.13,Romance,4.495,0.0175438596491228,0.1284210526315789,1110,0.9347000000000001
40,Male,Standard,13.33,24,North America,TV,13.99,0,Crypto,3,0.53,Romance,4.663333333333333,0.04,0.5544,690,7.064900000000001
56,Other,Premium,1.65,30,Africa,Mobile,17.99,1,Gift Card,4,0.05,Action,4.4975,0.032258064516129,0.054838709677419294,1170,0.0825
34,Male,Standard,10.55,54,Asia,Tablet,13.99,0,PayPal,5,0.19,Sci-Fi,2.798,0.0181818181818181,0.1952727272727264,510,2.0045
52,Other,Premium,6.19,19,Asia,TV,17.99,0,Gift Card,3,0.31,Romance,5.996666666666666,0.05,0.325,1050,1.9189
45,Male,Standard,9.87,46,Europe,Desktop,13.99,0,Debit Card,4,0.21,Comedy,3.4975,0.0212765957446808,0.21446808510638246,840,2.0726999999999998
66,Other,Premium,92.07,58,North America,Mobile,17.99,0,PayPal,3,1.56,Comedy,5.996666666666666,0.0169491525423728,1.5869491525423653,1470,143.6292
49,Male,Basic,2.89,16,Oceania,Laptop,8.99,1,Credit Card,5,0.17,Drama,1.798,0.0588235294117647,0.17999999999999997,960,0.49130000000000007
35,Other,Standard,0.23,54,Asia,Desktop,13.99,1,Gift Card,5,0.0,Drama,2.798,0.0181818181818181,0.004181818181818163,540,0.0
65,Other,Standard,0.4,48,Europe,TV,13.99,1,Gift Card,5,0.01,Comedy,2.798,0.0204081632653061,0.008367346938775501,1440,0.004
